2016-06-10 15:31:47,495 [Worker-24] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/primefaces/themes/south-street/1.0.10/south-street-1.0.10.jar
2016-06-10 15:31:47,506 [Worker-22] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/glassfish/javax.faces/2.2.0/javax.faces-2.2.0.jar
2016-06-10 15:31:47,608 [Worker-21] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/webjars/font-awesome/4.5.0/font-awesome-4.5.0.jar
2016-06-10 15:31:47,830 [Worker-18] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-jsp-api/7.0.69/tomcat-jsp-api-7.0.69.jar
2016-06-10 15:31:48,005 [Worker-12] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-coyote/7.0.69/tomcat-coyote-7.0.69.jar
2016-06-10 15:31:48,028 [Worker-11] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-jdbc/7.0.69/tomcat-jdbc-7.0.69.jar
2016-06-10 15:31:48,036 [Worker-19] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-api/7.0.69/tomcat-api-7.0.69.jar
2016-06-10 15:31:48,042 [Worker-9] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-catalina-ha/7.0.69/tomcat-catalina-ha-7.0.69.jar
2016-06-10 15:31:48,186 [Worker-0] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-el-api/7.0.69/tomcat-el-api-7.0.69.jar
2016-06-10 15:31:48,200 [Worker-8] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-jasper-el/7.0.69/tomcat-jasper-el-7.0.69.jar
2016-06-10 15:31:48,210 [Worker-13] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-util/7.0.69/tomcat-util-7.0.69.jar
2016-06-10 15:31:48,244 [Worker-7] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-tribes/7.0.69/tomcat-tribes-7.0.69.jar
2016-06-10 15:31:48,251 [Worker-5] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-i18n-ja/7.0.69/tomcat-i18n-ja-7.0.69.jar
2016-06-10 15:31:48,261 [Worker-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-servlet-api/7.0.69/tomcat-servlet-api-7.0.69.jar
2016-06-10 15:31:48,265 [Worker-17] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-annotations-api/7.0.69/tomcat-annotations-api-7.0.69.jar
2016-06-10 15:31:48,278 [Worker-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-i18n-es/7.0.69/tomcat-i18n-es-7.0.69.jar
2016-06-10 15:31:48,270 [Worker-3] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/tomcat/tomcat-catalina-ant/7.0.69/tomcat-catalina-ant-7.0.69.jar
